	=subtotal(109,B3:B3)										Total	Unique	Corrected	
3467.0	1	sp|Q8R3H7|HS2ST_MOUSE	 	9.6	356	41813	Heparan sulfate 2-O-sulfotransferase 1 OS=Mus musculus OX=10090 GN=Hs2st1 PE=1 SV=2	3	3	1.000	3	3	3.000	 
3468.0	1	sp|Q8R3I3|COG6_MOUSE	 	4.1	657	73039	Conserved oligomeric Golgi complex subunit 6 OS=Mus musculus OX=10090 GN=Cog6 PE=1 SV=2	3	3	1.000	3	3	3.000	 
3469.0	1	sp|Q8R3K3|PTCD2_MOUSE	 	3.7	381	43843	Pentatricopeptide repeat-containing protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Ptcd2 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3470.0	1	sp|Q8R3L2|TCF25_MOUSE	 	9.2	676	76684	Transcription factor 25 OS=Mus musculus OX=10090 GN=Tcf25 PE=1 SV=2	4	4	1.000	4	4	4.000	 
3471.0	1	sp|Q8R3N1|NOP14_MOUSE	 	11.4	860	98768	Nucleolar protein 14 OS=Mus musculus OX=10090 GN=Nop14 PE=1 SV=2	10	10	1.000	10	10	10.000	 
3472.0	1	sp|Q8R3N6|THOC1_MOUSE	 	22.7	657	75435	THO complex subunit 1 OS=Mus musculus OX=10090 GN=Thoc1 PE=1 SV=1	16	16	1.000	16	16	16.000	 
3473.0	1	sp|Q8R3P6|INT14_MOUSE	 	6.8	515	57236	Integrator complex subunit 14 OS=Mus musculus OX=10090 GN=Ints14 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3474.0	1	sp|Q8R3Q0|SARAF_MOUSE	 	19.5	334	35856	Store-operated calcium entry-associated regulatory factor OS=Mus musculus OX=10090 GN=Saraf PE=1 SV=2	4	4	1.000	4	4	4.000	 
3475.0	1	sp|Q8R3Q6|CCD58_MOUSE	 	29.9	144	16665	Coiled-coil domain-containing protein 58 OS=Mus musculus OX=10090 GN=Ccdc58 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3476.0	1	sp|Q8R3S6|EXOC1_MOUSE	 	19.5	894	101888	Exocyst complex component 1 OS=Mus musculus OX=10090 GN=Exoc1 PE=1 SV=4	15	15	1.000	15	15	15.000	 
3477.0	1	sp|Q8R3V5|SHLB2_MOUSE	 	12.5	400	44503	Endophilin-B2 OS=Mus musculus OX=10090 GN=Sh3glb2 PE=1 SV=2	5	4	0.800	5	4	4.308	sp|Q8R3V5|SHLB2_MOUSE, sp|Q9JK48|SHLB1_MOUSE
3478.0	1	sp|Q8R3Y8|I2BP1_MOUSE	 	10.3	584	61750	Interferon regulatory factor 2-binding protein 1 OS=Mus musculus OX=10090 GN=Irf2bp1 PE=1 SV=2	6	6	1.000	6	6	6.000	 
3479.0	1	sp|Q8R404|MIC13_MOUSE	 	38.7	119	13373	MICOS complex subunit MIC13 OS=Mus musculus OX=10090 GN=Mic13 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3480.0	1	sp|Q8R409|HEXI1_MOUSE	 	23.6	356	40243	Protein HEXIM1 OS=Mus musculus OX=10090 GN=Hexim1 PE=1 SV=1	7	7	1.000	7	7	7.000	 
3481.0	1	sp|Q8R418|DICER_MOUSE	 	4.1	1916	216818	Endoribonuclease Dicer OS=Mus musculus OX=10090 GN=Dicer1 PE=1 SV=3	8	8	1.000	8	8	8.000	 
3482.0	1	sp|Q8R420|ABCA3_MOUSE	 	4.2	1704	191969	ATP-binding cassette sub-family A member 3 OS=Mus musculus OX=10090 GN=Abca3 PE=1 SV=3	5	5	1.000	5	5	5.000	 
3483.0	1	sp|Q8R429|AT2A1_MOUSE	 	26.3	994	109424	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 OS=Mus musculus OX=10090 GN=Atp2a1 PE=1 SV=1	59	30	0.508	59	30	43.174	sp|O55143|AT2A2_MOUSE, sp|Q64518|AT2A3_MOUSE, sp|Q8R429|AT2A1_MOUSE
3484.0	1	sp|Q8R460|IL36G_MOUSE	 	35.4	164	18733	Interleukin-36 gamma OS=Mus musculus OX=10090 GN=Il36g PE=2 SV=1	6	6	1.000	6	6	6.000	 
3485.0	1	sp|Q8R480|NUP85_MOUSE	 	21.8	656	74775	Nuclear pore complex protein Nup85 OS=Mus musculus OX=10090 GN=Nup85 PE=1 SV=1	15	15	1.000	15	15	15.000	 
3486.0	1	sp|Q8R4B8|NLRP3_MOUSE	 	8.4	1033	118274	NACHT, LRR and PYD domains-containing protein 3 OS=Mus musculus OX=10090 GN=Nlrp3 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3487.0	1	sp|Q8R4N0|CLYBL_MOUSE	 	18.6	338	37548	Citramalyl-CoA lyase, mitochondrial OS=Mus musculus OX=10090 GN=Clybl PE=1 SV=2	7	7	1.000	7	7	7.000	 
3488.0	1	sp|Q8R4R6|NUP35_MOUSE	 	24.3	325	34785	Nucleoporin NUP35 OS=Mus musculus OX=10090 GN=Nup35 PE=1 SV=2	8	8	1.000	8	8	8.000	 
3489.0	1	sp|Q8R4U7|LUZP1_MOUSE	 	4.8	1068	119310	Leucine zipper protein 1 OS=Mus musculus OX=10090 GN=Luzp1 PE=1 SV=2	3	3	1.000	3	3	3.000	 
3490.0	1	sp|Q8R4V1|NFAM1_MOUSE	 	9.8	264	29987	NFAT activation molecule 1 OS=Mus musculus OX=10090 GN=Nfam1 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3491.0	1	sp|Q8R4X3|RBM12_MOUSE	 	11.9	992	102795	RNA-binding protein 12 OS=Mus musculus OX=10090 GN=Rbm12 PE=1 SV=3	10	10	1.000	10	10	10.000	 
3491.01	1	tr|V9GXJ1|V9GXJ1_MOUSE	redundant	17.9	658	71152	Predicted gene, 28036 OS=Mus musculus OX=10090 GN=Gm28036 PE=4 SV=1	10	10	1.000	10	10	10.000	 
3492.0	1	sp|Q8R4Y4|STAB1_MOUSE	 	4.4	2571	276254	Stabilin-1 OS=Mus musculus OX=10090 GN=Stab1 PE=1 SV=1	10	10	1.000	10	10	10.000	 
3493.0	1	sp|Q8R502|LRC8C_MOUSE	 	5.7	803	92371	Volume-regulated anion channel subunit LRRC8C OS=Mus musculus OX=10090 GN=Lrrc8c PE=1 SV=1	5	5	1.000	5	5	5.000	 
3494.0	1	sp|Q8R550|SH3K1_MOUSE	 	29.3	709	78169	SH3 domain-containing kinase-binding protein 1 OS=Mus musculus OX=10090 GN=Sh3kbp1 PE=1 SV=1	24	24	1.000	24	24	24.000	 
3495.0	1	sp|Q8R574|KPRB_MOUSE	 	23.0	369	40880	Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Mus musculus OX=10090 GN=Prpsap2 PE=1 SV=1	5	4	0.800	5	4	4.267	sp|Q8R574|KPRB_MOUSE, sp|Q9D0M1|KPRA_MOUSE
3496.0	1	sp|Q8R5A3|AB1IP_MOUSE	 	26.6	670	74318	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein OS=Mus musculus OX=10090 GN=Apbb1ip PE=1 SV=2	19	17	0.895	19	17	18.789	sp|Q8R5A3|AB1IP_MOUSE, tr|F2Z3U3|F2Z3U3_MOUSE
3497.0	1	sp|Q8R5A6|TB22A_MOUSE	 	9.7	516	59362	TBC1 domain family member 22A OS=Mus musculus OX=10090 GN=Tbc1d22a PE=1 SV=3	4	3	0.750	4	3	3.750	sp|Q8R5A6|TB22A_MOUSE, tr|Q80VE5|Q80VE5_MOUSE
3498.0	1	sp|Q8R5C5|ACTY_MOUSE	 	32.4	376	42281	Beta-centractin OS=Mus musculus OX=10090 GN=Actr1b PE=1 SV=1	16	2	0.125	16	2	4.800	sp|P61164|ACTZ_MOUSE, sp|Q8R5C5|ACTY_MOUSE
3499.0	1	sp|Q8R5C8|ZMY11_MOUSE	 	5.8	602	70837	Zinc finger MYND domain-containing protein 11 OS=Mus musculus OX=10090 GN=Zmynd11 PE=1 SV=2	3	3	1.000	3	3	3.000	 
3500.0	1	sp|Q8R5F3|OARD1_MOUSE	 	19.7	152	17107	ADP-ribose glycohydrolase OARD1 OS=Mus musculus OX=10090 GN=Oard1 PE=1 SV=2	5	5	1.000	5	5	5.000	 
3501.0	1	sp|Q8R5F7|IFIH1_MOUSE	 	18.9	1025	115970	Interferon-induced helicase C domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ifih1 PE=1 SV=1	19	19	1.000	19	19	19.000	 
3502.0	1	sp|Q8R5H1|UBP15_MOUSE	 	29.0	981	112324	Ubiquitin carboxyl-terminal hydrolase 15 OS=Mus musculus OX=10090 GN=Usp15 PE=1 SV=1	25	21	0.840	25	21	22.706	sp|P35123|UBP4_MOUSE, sp|Q8R5H1|UBP15_MOUSE, sp|Q99K46|UBP11_MOUSE
3503.0	1	sp|Q8R5J9|PRAF3_MOUSE	 	9.6	188	21557	PRA1 family protein 3 OS=Mus musculus OX=10090 GN=Arl6ip5 PE=1 SV=2	2	2	1.000	2	2	2.000	 
3504.0	1	sp|Q8R5K4|NOL6_MOUSE	 	9.9	1152	129226	Nucleolar protein 6 OS=Mus musculus OX=10090 GN=Nol6 PE=2 SV=2	9	9	1.000	9	9	9.000	 
3505.0	1	sp|Q8R5L3|VPS39_MOUSE	 	8.2	886	101692	Vam6/Vps39-like protein OS=Mus musculus OX=10090 GN=Vps39 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3506.0	1	sp|Q8VBT0|TMX1_MOUSE	 	22.3	278	31395	Thioredoxin-related transmembrane protein 1 OS=Mus musculus OX=10090 GN=Tmx1 PE=1 SV=1	10	10	1.000	10	10	10.000	 
3507.0	1	sp|Q8VBT6|APOBR_MOUSE	 	36.5	942	102704	Apolipoprotein B receptor OS=Mus musculus OX=10090 GN=Apobr PE=1 SV=1	44	44	1.000	44	44	44.000	 
3508.0	1	sp|Q8VBT9|ASPC1_MOUSE	 	23.6	550	59795	Tether containing UBX domain for GLUT4 OS=Mus musculus OX=10090 GN=Aspscr1 PE=1 SV=1	10	10	1.000	10	10	10.000	 
3509.0	1	sp|Q8VBV7|CSN8_MOUSE	 	32.5	209	23255	COP9 signalosome complex subunit 8 OS=Mus musculus OX=10090 GN=Cops8 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3510.0	1	sp|Q8VBW6|ULA1_MOUSE	 	12.2	534	60273	NEDD8-activating enzyme E1 regulatory subunit OS=Mus musculus OX=10090 GN=Nae1 PE=1 SV=1	6	6	1.000	6	6	6.000	 
3511.0	1	sp|Q8VBZ0|DHRSX_MOUSE	 	14.6	335	35957	Dehydrogenase/reductase SDR family member on chromosome X homolog OS=Mus musculus OX=10090 GN=Dhrsx PE=1 SV=2	3	3	1.000	3	3	3.000	 
3512.0	1	sp|Q8VBZ3|CLPT1_MOUSE	 	11.0	664	75290	Cleft lip and palate transmembrane protein 1 homolog OS=Mus musculus OX=10090 GN=Clptm1 PE=1 SV=1	13	13	1.000	13	13	13.000	 
3513.0	1	sp|Q8VC03|EMAL3_MOUSE	 	11.4	897	95694	Echinoderm microtubule-associated protein-like 3 OS=Mus musculus OX=10090 GN=Eml3 PE=1 SV=1	10	10	1.000	10	10	10.000	 
3514.0	1	sp|Q8VC04|T106A_MOUSE	 	7.7	261	29109	Transmembrane protein 106A OS=Mus musculus OX=10090 GN=Tmem106a PE=2 SV=1	2	2	1.000	2	2	2.000	 
3515.0	1	sp|Q8VC19|HEM1_MOUSE	 	38.9	642	71017	5-aminolevulinate synthase, nonspecific, mitochondrial OS=Mus musculus OX=10090 GN=Alas1 PE=1 SV=2	70	70	1.000	70	70	70.000	 
3516.0	1	sp|Q8VC28|AK1CD_MOUSE	 	35.9	323	37057	Aldo-keto reductase family 1 member C13 OS=Mus musculus OX=10090 GN=Akr1c13 PE=1 SV=2	10	8	0.800	10	8	8.340	sp|P45376|ALDR_MOUSE, sp|Q8VC28|AK1CD_MOUSE, tr|G5E895|G5E895_MOUSE
3517.0	1	sp|Q8VC30|TKFC_MOUSE	 	18.9	578	59690	Triokinase/FMN cyclase OS=Mus musculus OX=10090 GN=Tkfc PE=1 SV=1	8	8	1.000	8	8	8.000	 
3518.0	1	sp|Q8VC31|CCDC9_MOUSE	 	6.4	543	61445	Coiled-coil domain-containing protein 9 OS=Mus musculus OX=10090 GN=Ccdc9 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3519.0	1	sp|Q8VC51|TCAB1_MOUSE	 	7.0	532	58151	Telomerase Cajal body protein 1 OS=Mus musculus OX=10090 GN=Wrap53 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3520.0	1	sp|Q8VC65|NRM_MOUSE	 	16.8	262	29435	Nurim OS=Mus musculus OX=10090 GN=Nrm PE=1 SV=1	3	3	1.000	3	3	3.000	 
3521.0	1	sp|Q8VC88|GRAN_MOUSE	 	32.7	220	24663	Grancalcin OS=Mus musculus OX=10090 GN=Gca PE=1 SV=1	6	6	1.000	6	6	6.000	 
3522.0	1	sp|Q8VCA8|SCRN2_MOUSE	 	11.1	425	46600	Secernin-2 OS=Mus musculus OX=10090 GN=Scrn2 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3523.0	1	sp|Q8VCB1|NDC1_MOUSE	 	16.6	673	75409	Nucleoporin NDC1 OS=Mus musculus OX=10090 GN=Ndc1 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3524.0	1	sp|Q8VCB3|GYS2_MOUSE	 	3.1	704	80870	Glycogen [starch] synthase, liver OS=Mus musculus OX=10090 GN=Gys2 PE=1 SV=2	2	1	0.500	2	1	1.033	sp|Q8VCB3|GYS2_MOUSE, sp|Q9Z1E4|GYS1_MOUSE
3525.0	1	sp|Q8VCD5|MED17_MOUSE	 	4.6	649	72461	Mediator of RNA polymerase II transcription subunit 17 OS=Mus musculus OX=10090 GN=Med17 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3526.0	1	sp|Q8VCD7|KDM4C_MOUSE	 	3.1	1054	119964	Lysine-specific demethylase 4C OS=Mus musculus OX=10090 GN=Kdm4c PE=1 SV=1	3	3	1.000	3	3	3.000	 
3527.0	1	sp|Q8VCF0|MAVS_MOUSE	 	6.0	503	53398	Mitochondrial antiviral-signaling protein OS=Mus musculus OX=10090 GN=Mavs PE=1 SV=1	3	3	1.000	3	3	3.000	 
3528.0	1	sp|Q8VCF1|CANT1_MOUSE	 	23.8	403	45652	Soluble calcium-activated nucleotidase 1 OS=Mus musculus OX=10090 GN=Cant1 PE=2 SV=1	8	8	1.000	8	8	8.000	 
3529.0	1	sp|Q8VCG3|WDR74_MOUSE	 	24.0	384	42636	WD repeat-containing protein 74 OS=Mus musculus OX=10090 GN=Wdr74 PE=2 SV=1	9	9	1.000	9	9	9.000	 
3529.01	1	tr|A0A1B0GS18|A0A1B0GS18_MOUSE	redundant	21.5	427	47809	Predicted gene 45736 OS=Mus musculus OX=10090 GN=Gm45736 PE=4 SV=1	9	9	1.000	9	9	9.000	 
3530.0	1	sp|Q8VCH5|RABEK_MOUSE	 	22.1	380	41119	Rab9 effector protein with kelch motifs OS=Mus musculus OX=10090 GN=Rabepk PE=1 SV=2	5	5	1.000	5	5	5.000	 
3531.0	1	sp|Q8VCH6|DHC24_MOUSE	 	6.0	516	60112	Delta(24)-sterol reductase OS=Mus musculus OX=10090 GN=Dhcr24 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3532.0	1	sp|Q8VCH8|UBXN4_MOUSE	 	8.5	506	56471	UBX domain-containing protein 4 OS=Mus musculus OX=10090 GN=Ubxn4 PE=1 SV=1	7	7	1.000	7	7	7.000	 
3533.0	1	sp|Q8VCI0|PLBL1_MOUSE	 	35.3	550	62998	Phospholipase B-like 1 OS=Mus musculus OX=10090 GN=Plbd1 PE=1 SV=1	27	27	1.000	27	27	27.000	 
3534.0	1	sp|Q8VCI5|PEX19_MOUSE	 	36.8	299	32733	Peroxisomal biogenesis factor 19 OS=Mus musculus OX=10090 GN=Pex19 PE=1 SV=1	11	11	1.000	11	11	11.000	 
3535.0	1	sp|Q8VCM7|FIBG_MOUSE	 	20.9	436	49391	Fibrinogen gamma chain OS=Mus musculus OX=10090 GN=Fgg PE=1 SV=1	10	10	1.000	10	10	10.000	 
3536.0	1	sp|Q8VCM8|NCLN_MOUSE	 	20.8	563	62907	Nicalin OS=Mus musculus OX=10090 GN=Ncln PE=1 SV=2	16	16	1.000	16	16	16.000	 
3537.0	1	sp|Q8VCN9|TBCC_MOUSE	 	19.1	341	38124	Tubulin-specific chaperone C OS=Mus musculus OX=10090 GN=Tbcc PE=1 SV=1	9	9	1.000	9	9	9.000	 
3538.0	1	sp|Q8VCS3|XYLK_MOUSE	 	21.0	409	46580	Glycosaminoglycan xylosylkinase OS=Mus musculus OX=10090 GN=Fam20b PE=1 SV=1	11	11	1.000	11	11	11.000	 
3539.0	1	sp|Q8VCT3|AMPB_MOUSE	 	32.8	650	72415	Aminopeptidase B OS=Mus musculus OX=10090 GN=Rnpep PE=1 SV=2	31	31	1.000	31	31	31.000	 
3540.0	1	sp|Q8VCT4|CES1D_MOUSE	 	7.1	565	61787	Carboxylesterase 1D OS=Mus musculus OX=10090 GN=Ces1d PE=1 SV=1	4	4	1.000	4	4	4.000	 
3541.0	1	sp|Q8VCW4|UN93B_MOUSE	 	4.8	598	66980	Protein unc-93 homolog B1 OS=Mus musculus OX=10090 GN=Unc93b1 PE=1 SV=2	2	2	1.000	2	2	2.000	 
3542.0	1	sp|Q8VCW8|ACSF2_MOUSE	 	19.8	615	67950	Acyl-CoA synthetase family member 2, mitochondrial OS=Mus musculus OX=10090 GN=Acsf2 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3543.0	1	sp|Q8VCX5|MICU1_MOUSE	 	16.6	477	54352	Calcium uptake protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Micu1 PE=1 SV=1	7	7	1.000	7	7	7.000	 
3544.0	1	sp|Q8VCY6|UTP6_MOUSE	 	11.4	597	70429	U3 small nucleolar RNA-associated protein 6 homolog OS=Mus musculus OX=10090 GN=Utp6 PE=2 SV=1	5	5	1.000	5	5	5.000	 
3545.0	1	sp|Q8VD04|GRAP1_MOUSE	 	23.4	806	92714	GRIP1-associated protein 1 OS=Mus musculus OX=10090 GN=Gripap1 PE=1 SV=1	15	15	1.000	15	15	15.000	 
3546.0	1	sp|Q8VD12|Z385A_MOUSE	 	5.2	386	40446	Zinc finger protein 385A OS=Mus musculus OX=10090 GN=Znf385a PE=1 SV=2	3	3	1.000	3	3	3.000	 
3547.0	1	sp|Q8VD31|TPSNR_MOUSE	 	11.5	451	48732	Tapasin-related protein OS=Mus musculus OX=10090 GN=Tapbpl PE=1 SV=2	7	7	1.000	7	7	7.000	 
3548.0	1	sp|Q8VD58|EVI2B_MOUSE	 	9.7	444	47993	Protein EVI2B OS=Mus musculus OX=10090 GN=Evi2b PE=1 SV=1	12	12	1.000	12	12	12.000	 
3549.0	1	sp|Q8VD62|CK068_MOUSE	 	19.1	298	31845	UPF0696 protein C11orf68 homolog OS=Mus musculus OX=10090 GN=Bles03 PE=1 SV=2	7	7	1.000	7	7	7.000	 
3550.0	1	sp|Q8VD65|PI3R4_MOUSE	 	11.0	1358	152597	Phosphoinositide 3-kinase regulatory subunit 4 OS=Mus musculus OX=10090 GN=Pik3r4 PE=1 SV=3	13	13	1.000	13	13	13.000	 
3551.0	1	sp|Q8VD75|HIP1_MOUSE	 	7.6	1029	115201	Huntingtin-interacting protein 1 OS=Mus musculus OX=10090 GN=Hip1 PE=1 SV=2	7	6	0.857	7	6	6.261	sp|Q8VD75|HIP1_MOUSE, sp|Q9JKY5|HIP1R_MOUSE
3552.0	1	sp|Q8VDC0|SYLM_MOUSE	 	7.2	902	101479	Probable leucine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Lars2 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3553.0	1	sp|Q8VDC1|FYCO1_MOUSE	 	5.2	1437	162334	FYVE and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Fyco1 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3554.0	1	sp|Q8VDD5|MYH9_MOUSE	 	58.9	1960	226369	Myosin-9 OS=Mus musculus OX=10090 GN=Myh9 PE=1 SV=4	519	440	0.848	519	440	516.864	sp|O08638|MYH11_MOUSE, sp|P13541|MYH3_MOUSE, sp|P13542|MYH8_MOUSE, sp|Q02566|MYH6_MOUSE, sp|Q5SX39|MYH4_MOUSE, sp|Q5SX40|MYH1_MOUSE, sp|Q61879|MYH10_MOUSE, sp|Q8VDD5|MYH9_MOUSE, sp|Q91Z83|MYH7_MOUSE, tr|B1AR69|B1AR69_MOUSE, tr|G3UW82|G3UW82_MOUSE
3555.0	1	sp|Q8VDD8|WASH1_MOUSE	 	15.2	475	51658	WASH complex subunit 1 OS=Mus musculus OX=10090 GN=Washc1 PE=1 SV=1	7	7	1.000	7	7	7.000	 
3556.0	1	sp|Q8VDD9|PHIP_MOUSE	 	4.4	1821	206724	PH-interacting protein OS=Mus musculus OX=10090 GN=Phip PE=1 SV=2	5	5	1.000	5	5	5.000	 
3557.0	1	sp|Q8VDF2|UHRF1_MOUSE	 	26.0	782	88303	E3 ubiquitin-protein ligase UHRF1 OS=Mus musculus OX=10090 GN=Uhrf1 PE=1 SV=2	22	21	0.955	22	21	21.750	sp|Q7TMI3|UHRF2_MOUSE, sp|Q8VDF2|UHRF1_MOUSE
3558.0	1	sp|Q8VDG3|PARN_MOUSE	 	13.9	624	71558	Poly(A)-specific ribonuclease PARN OS=Mus musculus OX=10090 GN=Parn PE=1 SV=1	10	10	1.000	10	10	10.000	 
3559.0	1	sp|Q8VDG5|PPCS_MOUSE	 	11.3	311	33794	Phosphopantothenate--cysteine ligase OS=Mus musculus OX=10090 GN=Ppcs PE=1 SV=1	4	4	1.000	4	4	4.000	 
3560.0	1	sp|Q8VDG7|PAFA2_MOUSE	 	17.2	390	43561	Platelet-activating factor acetylhydrolase 2, cytoplasmic OS=Mus musculus OX=10090 GN=Pafah2 PE=1 SV=2	6	6	1.000	6	6	6.000	 
3561.0	1	sp|Q8VDI1|ESIP1_MOUSE	 	7.6	314	36098	Epithelial-stromal interaction protein 1 OS=Mus musculus OX=10090 GN=Epsti1 PE=1 SV=2	2	2	1.000	2	2	2.000	 
3562.0	1	sp|Q8VDI9|ALG9_MOUSE	 	3.4	611	69560	Alpha-1,2-mannosyltransferase ALG9 OS=Mus musculus OX=10090 GN=Alg9 PE=2 SV=1	2	2	1.000	2	2	2.000	 
3563.0	1	sp|Q8VDJ3|VIGLN_MOUSE	 	33.8	1268	141741	Vigilin OS=Mus musculus OX=10090 GN=Hdlbp PE=1 SV=1	63	63	1.000	63	63	63.000	 
3564.0	1	sp|Q8VDK1|NIT1_MOUSE	 	19.2	323	35705	Deaminated glutathione amidase OS=Mus musculus OX=10090 GN=Nit1 PE=1 SV=2	6	6	1.000	6	6	6.000	 
3565.0	1	sp|Q8VDL4|ADPGK_MOUSE	 	26.2	496	53902	ADP-dependent glucokinase OS=Mus musculus OX=10090 GN=Adpgk PE=1 SV=2	19	19	1.000	19	19	19.000	 
3566.0	1	sp|Q8VDM4|PSMD2_MOUSE	 	41.6	908	100202	26S proteasome non-ATPase regulatory subunit 2 OS=Mus musculus OX=10090 GN=Psmd2 PE=1 SV=1	52	52	1.000	52	52	52.000	 
3567.0	1	sp|Q8VDM6|HNRL1_MOUSE	 	19.0	859	96001	Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Mus musculus OX=10090 GN=Hnrnpul1 PE=1 SV=1	22	22	1.000	22	22	22.000	 
3568.0	1	sp|Q8VDN2|AT1A1_MOUSE	 	39.5	1023	112981	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus OX=10090 GN=Atp1a1 PE=1 SV=1	92	60	0.652	92	60	85.967	sp|Q6PIC6|AT1A3_MOUSE, sp|Q6PIE5|AT1A2_MOUSE, sp|Q8VDN2|AT1A1_MOUSE
3569.0	1	sp|Q8VDP2|CX056_MOUSE	 	19.4	222	25594	UPF0428 protein CXorf56 homolog OS=Mus musculus OX=10090 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3570.0	1	sp|Q8VDP3|MICA1_MOUSE	 	23.7	1048	116783	[F-actin]-monooxygenase MICAL1 OS=Mus musculus OX=10090 GN=Mical1 PE=1 SV=1	31	31	1.000	31	31	31.000	 
3571.0	1	sp|Q8VDP4|CCAR2_MOUSE	 	22.9	922	103001	Cell cycle and apoptosis regulator protein 2 OS=Mus musculus OX=10090 GN=Ccar2 PE=1 SV=2	21	21	1.000	21	21	21.000	 
3572.0	1	sp|Q8VDP6|CDIPT_MOUSE	 	9.9	213	23599	CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Mus musculus OX=10090 GN=Cdipt PE=1 SV=1	3	3	1.000	3	3	3.000	 
3573.0	1	sp|Q8VDQ1|PTGR2_MOUSE	 	15.7	351	38015	Prostaglandin reductase 2 OS=Mus musculus OX=10090 GN=Ptgr2 PE=1 SV=2	6	6	1.000	6	6	6.000	 
3574.0	1	sp|Q8VDQ8|SIR2_MOUSE	 	37.8	389	43256	NAD-dependent protein deacetylase sirtuin-2 OS=Mus musculus OX=10090 GN=Sirt2 PE=1 SV=2	14	14	1.000	14	14	14.000	 
3575.0	1	sp|Q8VDQ9|KRI1_MOUSE	 	7.4	704	82056	Protein KRI1 homolog OS=Mus musculus OX=10090 GN=Kri1 PE=1 SV=3	5	5	1.000	5	5	5.000	 
3576.0	1	sp|Q8VDR9|DOCK6_MOUSE	 	0.8	2080	233265	Dedicator of cytokinesis protein 6 OS=Mus musculus OX=10090 GN=Dock6 PE=1 SV=4	2	0	0.000	2	0	0.000	sp|Q8C147|DOCK8_MOUSE, sp|Q8R1A4|DOCK7_MOUSE, sp|Q8VDR9|DOCK6_MOUSE
3577.0	1	sp|Q8VDS8|STX18_MOUSE	 	10.2	334	38381	Syntaxin-18 OS=Mus musculus OX=10090 GN=Stx18 PE=1 SV=2	3	3	1.000	3	3	3.000	 
3578.0	1	sp|Q8VDT9|RM50_MOUSE	 	20.8	159	18213	39S ribosomal protein L50, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl50 PE=1 SV=2	3	3	1.000	3	3	3.000	 
3579.0	1	sp|Q8VDV3|R3GEF_MOUSE	 	5.5	383	42712	Guanine nucleotide exchange factor for Rab-3A OS=Mus musculus OX=10090 GN=Rab3il1 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3580.0	1	sp|Q8VDW0|DX39A_MOUSE	 	49.9	427	49067	ATP-dependent RNA helicase DDX39A OS=Mus musculus OX=10090 GN=Ddx39a PE=1 SV=1	42	20	0.476	42	20	28.462	sp|Q8VDW0|DX39A_MOUSE, sp|Q9Z1N5|DX39B_MOUSE
3581.0	1	sp|Q8VE09|TT39C_MOUSE	 	4.7	580	65444	Tetratricopeptide repeat protein 39C OS=Mus musculus OX=10090 GN=Ttc39c PE=1 SV=2	3	3	1.000	3	3	3.000	 
3582.0	1	sp|Q8VE11|MTMR6_MOUSE	 	19.8	617	70932	Myotubularin-related protein 6 OS=Mus musculus OX=10090 GN=Mtmr6 PE=1 SV=1	13	13	1.000	13	13	13.000	 
3583.0	1	sp|Q8VE18|SMG8_MOUSE	 	3.5	991	109666	Protein SMG8 OS=Mus musculus OX=10090 GN=Smg8 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3584.0	1	sp|Q8VE19|MIO_MOUSE	 	6.5	875	98334	GATOR complex protein MIOS OS=Mus musculus OX=10090 GN=Mios PE=1 SV=2	4	4	1.000	4	4	4.000	 
3585.0	1	sp|Q8VE22|RT23_MOUSE	 	50.3	177	20348	28S ribosomal protein S23, mitochondrial OS=Mus musculus OX=10090 GN=Mrps23 PE=1 SV=1	10	10	1.000	10	10	10.000	 
