Program "PAW_protein_grouper.py" run on Fri Feb  8 15:55:01 2019


	=SUBTOTAL(109,B6:B5432)													Total	Unique	Corrected
3009	1	sp|Q8BYB9|PGLT1_MOUSE	 	 	 	 	9.4	392	46379	Protein O-glucosyltransferase 1 OS=Mus musculus OX=10090 GN=Poglut1 PE=1 SV=2	3	3	1.000	3	3	3.000
3010	1	sp|Q8BYC6|TAOK3_MOUSE	 	 	sp|Q5F2E8|TAOK1_MOUSE, sp|Q8BYC6|TAOK3_MOUSE	 	21.0	898	105335	Serine/threonine-protein kinase TAO3 OS=Mus musculus OX=10090 GN=Taok3 PE=1 SV=2	20	19	0.950	20	19	19.864
3011	1	sp|Q8BYH7|TBC17_MOUSE	 	 	 	 	7.1	645	72859	TBC1 domain family member 17 OS=Mus musculus OX=10090 GN=Tbc1d17 PE=1 SV=2	4	4	1.000	4	4	4.000
3012	1	sp|Q8BYH8|CHD9_MOUSE	 	 	sp|A2AJK6|CHD7_MOUSE, sp|E9PZM4|CHD2_MOUSE, sp|P40201|CHD1_MOUSE, sp|Q09XV5|CHD8_MOUSE, sp|Q8BYH8|CHD9_MOUSE	 	1.6	2885	323856	Chromodomain-helicase-DNA-binding protein 9 OS=Mus musculus OX=10090 GN=Chd9 PE=1 SV=2	8	4	0.500	8	4	5.350
3013	1	sp|Q8BYI6|PCAT2_MOUSE	 	 	 	 	28.1	544	60253	Lysophosphatidylcholine acyltransferase 2 OS=Mus musculus OX=10090 GN=Lpcat2 PE=1 SV=1	18	18	1.000	18	18	18.000
3014	1	sp|Q8BYK4|RDH12_MOUSE	 	 	sp|Q8BYK4|RDH12_MOUSE, sp|Q9ERI6|RDH14_MOUSE	 	21.8	316	35292	Retinol dehydrogenase 12 OS=Mus musculus OX=10090 GN=Rdh12 PE=2 SV=1	6	4	0.667	6	4	4.800
3015	1	sp|Q8BYK6|YTHD3_MOUSE	 	 	sp|P59326|YTHD1_MOUSE, sp|Q8BYK6|YTHD3_MOUSE, sp|Q91YT7|YTHD2_MOUSE	 	13.2	585	63961	YTH domain-containing family protein 3 OS=Mus musculus OX=10090 GN=Ythdf3 PE=1 SV=2	8	5	0.625	8	5	6.724
3016	1	sp|Q8BYL4|SYYM_MOUSE	 	 	 	 	16.7	472	52597	Tyrosine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Yars2 PE=1 SV=2	7	7	1.000	7	7	7.000
3017	1	sp|Q8BYM8|SYCM_MOUSE	 	 	 	 	4.9	551	61271	Probable cysteine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Cars2 PE=1 SV=2	2	2	1.000	2	2	2.000
3018	1	sp|Q8BYP3|RHOF_MOUSE	 	 	 	 	19.4	211	23577	Rho-related GTP-binding protein RhoF OS=Mus musculus OX=10090 GN=Rhof PE=1 SV=1	4	4	1.000	4	4	4.000
3019	1	sp|Q8BYU6|TOIP2_MOUSE	 	 	sp|Q8BYU6|TOIP2_MOUSE, sp|Q921T2|TOIP1_MOUSE	 	11.4	502	54495	Torsin-1A-interacting protein 2 OS=Mus musculus OX=10090 GN=Tor1aip2 PE=1 SV=1	7	5	0.714	7	5	5.417
3020	1	sp|Q8BYW1|RHG25_MOUSE	 	 	 	 	31.8	648	73382	Rho GTPase-activating protein 25 OS=Mus musculus OX=10090 GN=Arhgap25 PE=1 SV=2	26	26	1.000	26	26	26.000
3021	1	sp|Q8BYZ1|ABI3_MOUSE	 	 	 	 	6.8	367	39106	ABI gene family member 3 OS=Mus musculus OX=10090 GN=Abi3 PE=1 SV=3	2	2	1.000	2	2	2.000
3022	1	sp|Q8BZ03|KPCD2_MOUSE	 	 	 	 	13.1	875	96541	Serine/threonine-protein kinase D2 OS=Mus musculus OX=10090 GN=Prkd2 PE=1 SV=1	10	10	1.000	10	10	10.000
3023	1	sp|Q8BZ09|ODC_MOUSE	 	 	 	 	10.7	298	33228	Mitochondrial 2-oxodicarboxylate carrier OS=Mus musculus OX=10090 GN=Slc25a21 PE=1 SV=1	2	2	1.000	2	2	2.000
3024	1	sp|Q8BZ20|PAR12_MOUSE	 	 	 	 	14.6	711	79916	Protein mono-ADP-ribosyltransferase PARP12 OS=Mus musculus OX=10090 GN=Parp12 PE=1 SV=3	11	11	1.000	11	11	11.000
3025	1	sp|Q8BZ21|KAT6A_MOUSE	 	 	sp|Q61103|REQU_MOUSE, sp|Q8BRB7|KAT6B_MOUSE, sp|Q8BZ21|KAT6A_MOUSE	 	1.3	2003	224916	Histone acetyltransferase KAT6A OS=Mus musculus OX=10090 GN=Kat6a PE=1 SV=2	2	1	0.500	2	1	1.083
3026	1	sp|Q8BZA9|TIGAR_MOUSE	 	 	 	 	17.8	269	29190	Fructose-2,6-bisphosphatase TIGAR OS=Mus musculus OX=10090 GN=Tigar PE=1 SV=1	4	4	1.000	4	4	4.000
3027	1	sp|Q8BZH4|POGZ_MOUSE	 	 	 	 	4.4	1409	154908	Pogo transposable element with ZNF domain OS=Mus musculus OX=10090 GN=Pogz PE=1 SV=2	7	7	1.000	7	7	7.000
3028	1	sp|Q8BZJ7|DCNL2_MOUSE	 	 	 	 	12.7	259	30068	DCN1-like protein 2 OS=Mus musculus OX=10090 GN=Dcun1d2 PE=1 SV=3	2	2	1.000	2	2	2.000
3029	1	sp|Q8BZN6|DOC10_MOUSE	 	 	sp|A2AF47|DOC11_MOUSE, sp|Q8BZN6|DOC10_MOUSE	 	17.0	2150	245755	Dedicator of cytokinesis protein 10 OS=Mus musculus OX=10090 GN=Dock10 PE=1 SV=3	35	33	0.943	35	33	34.119
3030	1	sp|Q8BZQ7|ANC2_MOUSE	 	 	 	 	3.9	837	95306	Anaphase-promoting complex subunit 2 OS=Mus musculus OX=10090 GN=Anapc2 PE=1 SV=2	3	3	1.000	3	3	3.000
3031	1	sp|Q8BZR9|NCBP3_MOUSE	 	 	 	 	8.6	615	70042	Nuclear cap-binding protein subunit 3 OS=Mus musculus OX=10090 GN=Ncbp3 PE=1 SV=1	5	5	1.000	5	5	5.000
3032	1	sp|Q8BZT9|LACC1_MOUSE	 	 	 	 	12.8	430	47514	Laccase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Lacc1 PE=1 SV=1	5	5	1.000	5	5	5.000
3033	1	sp|Q8BZW8|NHLC2_MOUSE	 	 	 	 	11.4	725	78429	NHL repeat-containing protein 2 OS=Mus musculus OX=10090 GN=Nhlrc2 PE=1 SV=1	7	7	1.000	7	7	7.000
3034	1	sp|Q8BZX4|SREK1_MOUSE	 	 	 	 	6.1	494	56763	Splicing regulatory glutamine/lysine-rich protein 1 OS=Mus musculus OX=10090 GN=Srek1 PE=2 SV=1	4	4	1.000	4	4	4.000
3035	1	sp|Q8C050|KS6A5_MOUSE	 	 	sp|Q8C050|KS6A5_MOUSE, sp|Q9Z2B9|KS6A4_MOUSE	 	5.8	863	96582	Ribosomal protein S6 kinase alpha-5 OS=Mus musculus OX=10090 GN=Rps6ka5 PE=1 SV=2	6	5	0.833	6	5	5.417
3036	1	sp|Q8C052|MAP1S_MOUSE	 	 	 	 	10.3	973	102938	Microtubule-associated protein 1S OS=Mus musculus OX=10090 GN=Map1s PE=1 SV=2	11	11	1.000	11	11	11.000
3037	1	sp|Q8C078|KKCC2_MOUSE	 	 	 	 	10.0	588	64617	Calcium/calmodulin-dependent protein kinase kinase 2 OS=Mus musculus OX=10090 GN=Camkk2 PE=1 SV=2	7	7	1.000	7	7	7.000
3038	1	sp|Q8C079|STRP1_MOUSE	 	 	 	 	12.9	837	95584	Striatin-interacting protein 1 OS=Mus musculus OX=10090 GN=Strip1 PE=1 SV=2	10	10	1.000	10	10	10.000
3039	1	sp|Q8C092|TAF5_MOUSE	 	 	 	 	6.6	801	87044	Transcription initiation factor TFIID subunit 5 OS=Mus musculus OX=10090 GN=Taf5 PE=1 SV=1	6	6	1.000	6	6	6.000
3040	1	sp|Q8C0C7|SYFA_MOUSE	 	 	 	 	37.6	508	57598	Phenylalanine--tRNA ligase alpha subunit OS=Mus musculus OX=10090 GN=Farsa PE=1 SV=1	21	21	1.000	21	21	21.000
3041	1	sp|Q8C0D5|EFL1_MOUSE	 	 	 	 	14.4	1127	125776	Elongation factor-like GTPase 1 OS=Mus musculus OX=10090 GN=Efl1 PE=1 SV=1	14	14	1.000	14	14	14.000
3042	1	sp|Q8C0E2|VP26B_MOUSE	 	 	sp|P40336|VP26A_MOUSE, sp|Q8C0E2|VP26B_MOUSE	 	39.3	336	39124	Vacuolar protein sorting-associated protein 26B OS=Mus musculus OX=10090 GN=Vps26b PE=1 SV=1	14	13	0.929	14	13	13.433
3043	1	sp|Q8C0G2|T3JAM_MOUSE	 	 	 	 	10.3	513	58563	TRAF3-interacting JNK-activating modulator OS=Mus musculus OX=10090 GN=Traf3ip3 PE=1 SV=2	4	4	1.000	4	4	4.000
3044	1	sp|Q8C0I1|ADAS_MOUSE	 	 	 	 	31.8	645	71683	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Mus musculus OX=10090 GN=Agps PE=1 SV=1	26	26	1.000	26	26	26.000
3045	1	sp|Q8C0J2|A16L1_MOUSE	 	 	 	 	4.9	607	68171	Autophagy-related protein 16-1 OS=Mus musculus OX=10090 GN=Atg16l1 PE=1 SV=1	3	3	1.000	3	3	3.000
3046	1	sp|Q8C0L0|TMX4_MOUSE	 	 	 	 	32.8	335	37131	Thioredoxin-related transmembrane protein 4 OS=Mus musculus OX=10090 GN=Tmx4 PE=1 SV=2	16	16	1.000	16	16	16.000
3047	1	sp|Q8C0L6|PAOX_MOUSE	 	 	 	 	18.8	504	55446	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase OS=Mus musculus OX=10090 GN=Paox PE=1 SV=3	13	13	1.000	13	13	13.000
3048	1	sp|Q8C0L8|COG5_MOUSE	 	 	 	 	7.0	829	91390	Conserved oligomeric Golgi complex subunit 5 OS=Mus musculus OX=10090 GN=Cog5 PE=1 SV=3	5	5	1.000	5	5	5.000
3049	1	sp|Q8C0L9|GPCP1_MOUSE	 	 	 	 	8.3	675	76578	Glycerophosphocholine phosphodiesterase GPCPD1 OS=Mus musculus OX=10090 GN=Gpcpd1 PE=1 SV=1	5	5	1.000	5	5	5.000
3050	1	sp|Q8C0M9|ASGL1_MOUSE	 	 	 	 	19.9	326	33950	Isoaspartyl peptidase/L-asparaginase OS=Mus musculus OX=10090 GN=Asrgl1 PE=1 SV=1	6	6	1.000	6	6	6.000
3051	1	sp|Q8C0N2|GPAT3_MOUSE	 	 	 	 	10.3	438	49000	Glycerol-3-phosphate acyltransferase 3 OS=Mus musculus OX=10090 GN=Gpat3 PE=1 SV=1	3	3	1.000	3	3	3.000
3052	1	sp|Q8C0P5|COR2A_MOUSE	 	 	sp|Q8BJF9|CHM2B_MOUSE, sp|Q8C0P5|COR2A_MOUSE	 	24.8	524	59573	Coronin-2A OS=Mus musculus OX=10090 GN=Coro2a PE=2 SV=1	12	11	0.917	12	11	11.786
3053	1	sp|Q8C0S1|DI3L1_MOUSE	 	 	 	 	6.1	1053	120283	DIS3-like exonuclease 1 OS=Mus musculus OX=10090 GN=Dis3l PE=1 SV=2	6	6	1.000	6	6	6.000
3054	1	sp|Q8C0V0|TLK1_MOUSE	 	 	sp|P18653|KS6A1_MOUSE, sp|P18654|KS6A3_MOUSE, sp|Q3U214|MAST3_MOUSE, sp|Q8C0V0|TLK1_MOUSE, sp|Q9WUT3|KS6A2_MOUSE	 	8.7	766	86622	Serine/threonine-protein kinase tousled-like 1 OS=Mus musculus OX=10090 GN=Tlk1 PE=1 SV=2	6	4	0.667	6	4	4.160
3055	1	sp|Q8C129|LCAP_MOUSE	 	 	 	 	19.7	1025	117302	Leucyl-cystinyl aminopeptidase OS=Mus musculus OX=10090 GN=Lnpep PE=1 SV=1	30	30	1.000	30	30	30.000
3056	1	sp|Q8C142|ARH_MOUSE	 	 	 	 	9.7	308	33975	Low density lipoprotein receptor adapter protein 1 OS=Mus musculus OX=10090 GN=Ldlrap1 PE=1 SV=3	2	2	1.000	2	2	2.000
3057	1	sp|Q8C147|DOCK8_MOUSE	 	 	sp|Q8C147|DOCK8_MOUSE, sp|Q8R1A4|DOCK7_MOUSE, sp|Q8VDR9|DOCK6_MOUSE	 	21.7	2100	238976	Dedicator of cytokinesis protein 8 OS=Mus musculus OX=10090 GN=Dock8 PE=1 SV=4	54	52	0.963	54	52	53.825
3058	1	sp|Q8C156|CND2_MOUSE	 	 	 	 	31.3	731	82302	Condensin complex subunit 2 OS=Mus musculus OX=10090 GN=Ncaph PE=1 SV=1	19	19	1.000	19	19	19.000
3059	1	sp|Q8C163|EXOG_MOUSE	 	 	 	 	31.0	368	41383	Nuclease EXOG, mitochondrial OS=Mus musculus OX=10090 GN=Exog PE=1 SV=1	6	6	1.000	6	6	6.000
3060	1	sp|Q8C166|CPNE1_MOUSE	 	 	 	 	13.4	536	58886	Copine-1 OS=Mus musculus OX=10090 GN=Cpne1 PE=1 SV=1	9	9	1.000	9	9	9.000
3061	1	sp|Q8C167|PPCEL_MOUSE	 	 	 	 	3.9	725	83193	Prolyl endopeptidase-like OS=Mus musculus OX=10090 GN=Prepl PE=1 SV=1	2	2	1.000	2	2	2.000
3062	1	sp|Q8C181|MBNL2_MOUSE (+1)	sp|Q8C181|MBNL2_MOUSE&sp|Q9JKP5|MBNL1_MOUSE	 	sp|Q8C181|MBNL2_MOUSE, sp|Q8R003|MBNL3_MOUSE	 	13.1	373	40156	Muscleblind-like protein 2 OS=Mus musculus OX=10090 GN=Mbnl2 PE=2 SV=2	7	4	0.571	7	4	6.400
3063	1	sp|Q8C1A5|THOP1_MOUSE	 	 	 	 	30.9	687	78025	Thimet oligopeptidase OS=Mus musculus OX=10090 GN=Thop1 PE=1 SV=1	23	23	1.000	23	23	23.000
3064	1	sp|Q8C1B7|SEP11_MOUSE	 	 	sp|O55131|SEPT7_MOUSE, sp|Q8C1B7|SEP11_MOUSE, sp|Q8CHH9|SEPT8_MOUSE, sp|Q9R1T4|SEPT6_MOUSE	 	41.8	431	49694	Septin-11 OS=Mus musculus OX=10090 GN=Sept11 PE=1 SV=4	39	17	0.436	39	17	28.954
3065	1	sp|Q8C1D8|IWS1_MOUSE	 	 	 	 	4.7	766	85247	Protein IWS1 homolog OS=Mus musculus OX=10090 GN=Iws1 PE=1 SV=1	3	3	1.000	3	3	3.000
3066	1	sp|Q8C1F4|CGAT2_MOUSE	 	 	 	 	15.5	542	62529	Chondroitin sulfate N-acetylgalactosaminyltransferase 2 OS=Mus musculus OX=10090 GN=Csgalnact2 PE=2 SV=1	7	7	1.000	7	7	7.000
3067	1	sp|Q8C1Y8|CCZ1_MOUSE	 	 	 	 	9.6	480	55504	Vacuolar fusion protein CCZ1 homolog OS=Mus musculus OX=10090 GN=Ccz1 PE=1 SV=1	5	5	1.000	5	5	5.000
3068	1	sp|Q8C1Z7|BBS4_MOUSE	 	 	 	 	3.5	520	58255	Bardet-Biedl syndrome 4 protein homolog OS=Mus musculus OX=10090 GN=Bbs4 PE=1 SV=1	2	2	1.000	2	2	2.000
3069	1	sp|Q8C255|DPEP2_MOUSE	 	 	 	 	8.4	478	52664	Dipeptidase 2 OS=Mus musculus OX=10090 GN=Dpep2 PE=1 SV=1	2	2	1.000	2	2	2.000
3070	1	sp|Q8C2A2|SEN54_MOUSE	 	 	 	 	4.6	525	59083	tRNA-splicing endonuclease subunit Sen54 OS=Mus musculus OX=10090 GN=Tsen54 PE=2 SV=2	2	2	1.000	2	2	2.000
3071	1	sp|Q8C2E7|WASC5_MOUSE	 	 	 	 	9.7	1159	134109	WASH complex subunit 5 OS=Mus musculus OX=10090 GN=Washc5 PE=1 SV=2	12	12	1.000	12	12	12.000
3072	1	sp|Q8C2K1|DEFI6_MOUSE	 	 	sp|Q5RJG1|NOL10_MOUSE, sp|Q8C2K1|DEFI6_MOUSE	 	29.4	630	73453	Differentially expressed in FDCP 6 OS=Mus musculus OX=10090 GN=Def6 PE=1 SV=1	23	21	0.913	23	21	22.500
3073	1	sp|Q8C2K5|RASL3_MOUSE	 	 	 	 	13.9	1041	114781	RAS protein activator like-3 OS=Mus musculus OX=10090 GN=Rasal3 PE=1 SV=1	13	13	1.000	13	13	13.000
3074	1	sp|Q8C2Q3|RBM14_MOUSE	 	 	 	 	30.2	669	69448	RNA-binding protein 14 OS=Mus musculus OX=10090 GN=Rbm14 PE=1 SV=1	19	19	1.000	19	19	19.000
3075	1	sp|Q8C3I8|HGH1_MOUSE	 	 	 	 	15.5	393	42916	Protein HGH1 homolog OS=Mus musculus OX=10090 GN=Hgh1 PE=1 SV=1	4	4	1.000	4	4	4.000
3076	1	sp|Q8C3J5|DOCK2_MOUSE	 	 	 	 	29.8	1828	211702	Dedicator of cytokinesis protein 2 OS=Mus musculus OX=10090 GN=Dock2 PE=1 SV=3	72	72	1.000	72	72	72.000
3077	1	sp|Q8C3Q9|CASP9_MOUSE	 	 	 	 	5.3	454	49979	Caspase-9 OS=Mus musculus OX=10090 GN=Casp9 PE=1 SV=1	2	2	1.000	2	2	2.000
3078	1	sp|Q8C3R1|BRAT1_MOUSE	 	 	 	 	8.2	822	89085	BRCA1-associated ATM activator 1 OS=Mus musculus OX=10090 GN=Brat1 PE=1 SV=1	6	6	1.000	6	6	6.000
3079	1	sp|Q8C3X2|CC90B_MOUSE	 	 	 	 	11.3	256	29596	Coiled-coil domain-containing protein 90B, mitochondrial OS=Mus musculus OX=10090 GN=Ccdc90b PE=1 SV=1	3	3	1.000	3	3	3.000
3080	1	sp|Q8C3X8|LMF2_MOUSE	 	 	 	 	6.7	702	79996	Lipase maturation factor 2 OS=Mus musculus OX=10090 GN=Lmf2 PE=1 SV=1	4	4	1.000	4	4	4.000
3081	1	sp|Q8C3Y4|KNTC1_MOUSE	 	 	 	 	4.3	2207	250355	Kinetochore-associated protein 1 OS=Mus musculus OX=10090 GN=Kntc1 PE=1 SV=2	10	10	1.000	10	10	10.000
3082	1	sp|Q8C407|YIPF4_MOUSE	 	 	 	 	9.8	246	27283	Protein YIPF4 OS=Mus musculus OX=10090 GN=Yipf4 PE=1 SV=1	3	3	1.000	3	3	3.000
3083	1	sp|Q8C4B4|U119B_MOUSE	 	 	sp|Q8C4B4|U119B_MOUSE, sp|Q9Z2R6|U119A_MOUSE	 	15.5	251	28302	Protein unc-119 homolog B OS=Mus musculus OX=10090 GN=Unc119b PE=1 SV=1	5	3	0.600	5	3	3.600
3084	1	sp|Q8C4J7|TBL3_MOUSE	 	 	 	 	23.3	801	88265	Transducin beta-like protein 3 OS=Mus musculus OX=10090 GN=Tbl3 PE=2 SV=1	17	17	1.000	17	17	17.000
3085	1	sp|Q8C4Q6|AIDA_MOUSE	 	 	 	 	8.2	305	34888	Axin interactor, dorsalization-associated protein OS=Mus musculus OX=10090 GN=Aida PE=1 SV=1	2	2	1.000	2	2	2.000
3086	1	sp|Q8C4Y3|NELFB_MOUSE	 	 	 	 	13.8	580	65636	Negative elongation factor B OS=Mus musculus OX=10090 GN=Nelfb PE=1 SV=2	8	8	1.000	8	8	8.000
3087	1	sp|Q8C522|ENDD1_MOUSE	 	 	 	 	4.2	501	55262	Endonuclease domain-containing 1 protein OS=Mus musculus OX=10090 GN=Endod1 PE=1 SV=2	3	3	1.000	3	3	3.000
3088	1	sp|Q8C547|HTR5B_MOUSE	 	 	 	 	4.3	2070	224317	HEAT repeat-containing protein 5B OS=Mus musculus OX=10090 GN=Heatr5b PE=1 SV=3	5	5	1.000	5	5	5.000
3089	1	sp|Q8C570|RAE1L_MOUSE	 	 	 	 	57.9	368	40965	mRNA export factor OS=Mus musculus OX=10090 GN=Rae1 PE=1 SV=1	21	21	1.000	21	21	21.000
3090	1	sp|Q8C5H8|NAKD2_MOUSE	 	 	 	 	25.9	452	50858	NAD kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Nadk2 PE=1 SV=2	9	9	1.000	9	9	9.000
3091	1	sp|Q8C5K5|CX038_MOUSE	 	 	 	 	10.6	320	36588	Uncharacterized protein CXorf38 homolog OS=Mus musculus OX=10090 PE=1 SV=1	4	4	1.000	4	4	4.000
3092	1	sp|Q8C5L3|CNOT2_MOUSE	 	 	 	 	7.0	540	59710	CCR4-NOT transcription complex subunit 2 OS=Mus musculus OX=10090 GN=Cnot2 PE=1 SV=2	4	4	1.000	4	4	4.000
3093	1	sp|Q8C5L6|INP5K_MOUSE	 	 	 	 	3.2	468	54158	Inositol polyphosphate 5-phosphatase K OS=Mus musculus OX=10090 GN=Inpp5k PE=1 SV=2	2	2	1.000	2	2	2.000
3094	1	sp|Q8C5N3|CWC22_MOUSE	 	 	 	 	3.3	908	104772	Pre-mRNA-splicing factor CWC22 homolog OS=Mus musculus OX=10090 GN=Cwc22 PE=1 SV=1	4	4	1.000	4	4	4.000
3095	1	sp|Q8C5P5|NT5D1_MOUSE	 	 	 	 	18.4	467	53094	5'-nucleotidase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Nt5dc1 PE=1 SV=2	8	8	1.000	8	8	8.000
3096	1	sp|Q8C5Q4|GRSF1_MOUSE	 	 	 	 	12.1	479	53076	G-rich sequence factor 1 OS=Mus musculus OX=10090 GN=Grsf1 PE=1 SV=2	6	6	1.000	6	6	6.000
3097	1	sp|Q8C5W3|TBCEL_MOUSE	 	 	 	 	19.6	424	48031	Tubulin-specific chaperone cofactor E-like protein OS=Mus musculus OX=10090 GN=Tbcel PE=1 SV=1	6	6	1.000	6	6	6.000
3098	1	sp|Q8C6G8|WDR26_MOUSE	 	 	 	 	26.7	641	70543	WD repeat-containing protein 26 OS=Mus musculus OX=10090 GN=Wdr26 PE=1 SV=3	15	15	1.000	15	15	15.000
3099	1	sp|Q8C6L5|CGAS_MOUSE	 	 	 	 	9.3	507	58193	Cyclic GMP-AMP synthase OS=Mus musculus OX=10090 GN=Cgas PE=1 SV=1	4	4	1.000	4	4	4.000
3100	1	sp|Q8C754|VPS52_MOUSE	 	 	 	 	12.9	723	82043	Vacuolar protein sorting-associated protein 52 homolog OS=Mus musculus OX=10090 GN=Vps52 PE=1 SV=1	7	7	1.000	7	7	7.000
3101	1	sp|Q8C7E9|CSTFT_MOUSE	 	 	sp|Q8BIQ5|CSTF2_MOUSE, sp|Q8C7E9|CSTFT_MOUSE	 	7.4	632	65862	Cleavage stimulation factor subunit 2 tau variant OS=Mus musculus OX=10090 GN=Cstf2t PE=1 SV=2	5	2	0.400	5	2	2.857
3102	1	sp|Q8C7K6|PCYXL_MOUSE	 	 	 	 	8.9	495	54874	Prenylcysteine oxidase-like OS=Mus musculus OX=10090 GN=Pcyox1l PE=1 SV=1	4	4	1.000	4	4	4.000
3103	1	sp|Q8C7Q4|RBM4_MOUSE	 	 	 	 	14.1	361	40045	RNA-binding protein 4 OS=Mus musculus OX=10090 GN=Rbm4 PE=1 SV=1	5	5	1.000	5	5	5.000
3104	1	sp|Q8C7R4|UBA6_MOUSE	 	 	 	 	22.9	1053	117965	Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus OX=10090 GN=Uba6 PE=1 SV=1	25	25	1.000	25	25	25.000
3105	1	sp|Q8C7U7|GALT6_MOUSE	 	 	 	 	4.5	622	71536	Polypeptide N-acetylgalactosaminyltransferase 6 OS=Mus musculus OX=10090 GN=Galnt6 PE=2 SV=1	3	3	1.000	3	3	3.000
3106	1	sp|Q8C7V3|UTP15_MOUSE	 	 	 	 	28.2	528	59374	U3 small nucleolar RNA-associated protein 15 homolog OS=Mus musculus OX=10090 GN=Utp15 PE=1 SV=1	13	13	1.000	13	13	13.000
3107	1	sp|Q8C7X2|EMC1_MOUSE	 	 	 	 	14.8	997	111604	ER membrane protein complex subunit 1 OS=Mus musculus OX=10090 GN=Emc1 PE=1 SV=1	16	16	1.000	16	16	16.000
3108	1	sp|Q8C854|MYEF2_MOUSE	 	 	 	 	11.2	591	63294	Myelin expression factor 2 OS=Mus musculus OX=10090 GN=Myef2 PE=1 SV=1	6	6	1.000	6	6	6.000
3109	1	sp|Q8C863|ITCH_MOUSE	 	 	 	 	15.5	864	98992	E3 ubiquitin-protein ligase Itchy OS=Mus musculus OX=10090 GN=Itch PE=1 SV=2	12	12	1.000	12	12	12.000
3110	1	sp|Q8C878|UBA3_MOUSE	 	 	sp|Q8C878|UBA3_MOUSE, tr|Q9DBK7|Q9DBK7_MOUSE	 	28.6	462	51737	NEDD8-activating enzyme E1 catalytic subunit OS=Mus musculus OX=10090 GN=Uba3 PE=1 SV=2	12	11	0.917	12	11	11.379
3111	1	sp|Q8C8T8|TSR2_MOUSE	 	 	 	 	17.8	191	20891	Pre-rRNA-processing protein TSR2 homolog OS=Mus musculus OX=10090 GN=Tsr2 PE=1 SV=1	3	3	1.000	3	3	3.000
3112	1	sp|Q8C8U0|LIPB1_MOUSE	 	 	sp|O35711|LIPB2_MOUSE, sp|Q8C8U0|LIPB1_MOUSE	 	3.3	969	108539	Liprin-beta-1 OS=Mus musculus OX=10090 GN=Ppfibp1 PE=1 SV=3	2	1	0.500	2	1	1.067
3113	1	sp|Q8C9B9|DIDO1_MOUSE	 	 	 	 	7.6	2256	247173	Death-inducer obliterator 1 OS=Mus musculus OX=10090 GN=Dido1 PE=1 SV=4	15	15	1.000	15	15	15.000
3114	1	sp|Q8C9S4|CC186_MOUSE	 	 	 	 	4.1	917	104900	Coiled-coil domain-containing protein 186 OS=Mus musculus OX=10090 GN=Ccdc186 PE=1 SV=2	4	4	1.000	4	4	4.000
3115	1	sp|Q8CA72|GAN_MOUSE	 	 	 	 	4.2	597	67670	Gigaxonin OS=Mus musculus OX=10090 GN=Gan PE=1 SV=2	2	2	1.000	2	2	2.000
3116	1	sp|Q8CAQ8|MIC60_MOUSE	 	 	 	 	49.7	757	83899	MICOS complex subunit Mic60 OS=Mus musculus OX=10090 GN=Immt PE=1 SV=1	52	52	1.000	52	52	52.000
3117	1	sp|Q8CAS9|PARP9_MOUSE	 	 	 	 	30.9	866	96658	Protein mono-ADP-ribosyltransferase PARP9 OS=Mus musculus OX=10090 GN=Parp9 PE=1 SV=2	30	30	1.000	30	30	30.000
3118	1	sp|Q8CAY6|THIC_MOUSE	 	 	 	 	23.4	397	41297	Acetyl-CoA acetyltransferase, cytosolic OS=Mus musculus OX=10090 GN=Acat2 PE=1 SV=2	12	12	1.000	12	12	12.000
3119	1	sp|Q8CB44|GRAM4_MOUSE	 	 	 	 	5.7	633	72263	GRAM domain-containing protein 4 OS=Mus musculus OX=10090 GN=Gramd4 PE=1 SV=1	3	3	1.000	3	3	3.000
3120	1	sp|Q8CB77|ELOA1_MOUSE	 	 	 	 	9.2	773	87160	Elongin-A OS=Mus musculus OX=10090 GN=Eloa PE=1 SV=3	7	7	1.000	7	7	7.000
3121	1	sp|Q8CB87|RAB44_MOUSE	 	 	 	 	38.6	973	106326	Ras-related protein Rab-44 OS=Mus musculus OX=10090 GN=Rab44 PE=1 SV=2	37	37	1.000	37	37	37.000
3122	1	sp|Q8CB96|RASF4_MOUSE	 	 	sp|Q8BMS9|RASF2_MOUSE, sp|Q8CB96|RASF4_MOUSE	 	18.0	322	36934	Ras association domain-containing protein 4 OS=Mus musculus OX=10090 GN=Rassf4 PE=1 SV=1	6	3	0.500	6	3	3.643
3123	1	sp|Q8CBA2|SLFN5_MOUSE	 	 	 	 	22.7	884	100818	Schlafen family member 5 OS=Mus musculus OX=10090 GN=Slfn5 PE=1 SV=2	23	23	1.000	23	23	23.000
3124	1	sp|Q8CBB9|RSAD2_MOUSE	 	 	 	 	24.0	362	41523	Radical S-adenosyl methionine domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rsad2 PE=1 SV=1	10	10	1.000	10	10	10.000
